EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-05-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, SAENTIS (STAID: 243).
Blended and updated with sources: 100755 906680 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100755,19030309,    4,    0
100755,19030310,   46,    0
100755,19030311,    0,    0
100755,19030312,    0,    0
100755,19030313,    0,    0
100755,19030314,    0,    0
100755,19030315,    0,    0
100755,19030316,   33,    0
100755,19030317,    0,    0
100755,19030318,   97,    0
100755,19030319,    0,    0
100755,19030320,    0,    0
100755,19030321,    0,    0
100755,19030322,    0,    0
100755,19030323,    0,    0
100755,19030324,    0,    0
100755,19030325,    0,    0
100755,19030326,    0,    0
100755,19030327,   21,    0
100755,19030328,    0,    0
100755,19030329,   24,    0
100755,19030330,  197,    0
100755,19030331,  218,    0
100755,19030401,   84,    0
100755,19030402,   40,    0
100755,19030403,    0,    0
100755,19030404,   39,    0
100755,19030405,  183,    0
100755,19030406,   13,    0
100755,19030407,  328,    0
100755,19030408,  252,    0
100755,19030409,   56,    0
100755,19030410,   26,    0
100755,19030411,   60,    0
100755,19030412,  238,    0
100755,19030413,  116,    0
100755,19030414,   36,    0
100755,19030415,   54,    0
100755,19030416,   91,    0
100755,19030417,   94,    0
100755,19030418,   95,    0
100755,19030419,   89,    0
100755,19030420,   90,    0
100755,19030421,    0,    0
100755,19030422,    0,    0
100755,19030423,  180,    0
100755,19030424,   65,    0
100755,19030425,   76,    0
100755,19030426,    9,    0
100755,19030427,    4,    0
100755,19030428,   14,    0
100755,19030429,   73,    0
100755,19030430,    0,    0
100755,19030501,   24,    0
100755,19030502,    4,    0
100755,19030503,    0,    0
100755,19030504,   20,    0
100755,19030505,   35,    0
100755,19030506,    0,    0
100755,19030507,    1,    0
100755,19030508,  150,    0
100755,19030509,   55,    0
100755,19030510,   66,    0
100755,19030511,   60,    0
100755,19030512,   96,    0
100755,19030513,   37,    0
100755,19030514,    6,    0
100755,19030515,  172,    0
100755,19030516,   50,    0
100755,19030517,  170,    0
100755,19030518,   22,    0
100755,19030519,    0,    0
100755,19030520,    0,    0
100755,19030521,    0,    0
100755,19030522,    0,    0
100755,19030523,    0,    0
100755,19030524,    0,    0
100755,19030525,    0,    0
